2019-08-28 10:48:51,703 [Worker-5] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2020-01-21 14:46:29,451 [Worker-85] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 14:47:37,019 [Worker-91] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:47:37,026 [Worker-91] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 14:47:37,027 [Worker-91] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:47:37,034 [Worker-91] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 14:48:17,091 [Worker-103] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:48:17,130 [Worker-103] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 14:48:17,192 [Worker-103] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:48:17,198 [Worker-103] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 14:48:42,553 [Worker-85] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:48:42,593 [Worker-85] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 14:48:42,655 [Worker-85] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:48:42,661 [Worker-85] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 14:48:56,700 [Worker-101] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:48:56,748 [Worker-101] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 14:48:56,809 [Worker-101] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:48:56,816 [Worker-101] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 14:49:00,566 [Worker-84] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:49:00,604 [Worker-84] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 14:49:00,666 [Worker-84] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:49:00,672 [Worker-84] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 14:49:07,692 [Worker-96] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:49:07,728 [Worker-96] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 14:49:07,792 [Worker-96] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:49:07,799 [Worker-96] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 14:49:14,980 [Worker-104] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:49:15,016 [Worker-104] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 14:49:15,078 [Worker-104] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:49:15,085 [Worker-104] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 14:49:17,529 [Worker-96] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:49:17,569 [Worker-96] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 14:49:17,631 [Worker-96] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:49:17,637 [Worker-96] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 14:49:25,724 [Worker-96] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:49:25,761 [Worker-96] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 14:49:25,822 [Worker-96] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:49:25,829 [Worker-96] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 14:49:28,743 [Worker-99] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:49:28,781 [Worker-99] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 14:49:28,846 [Worker-99] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:49:28,853 [Worker-99] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 14:49:39,533 [Worker-101] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:49:39,569 [Worker-101] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 14:49:39,631 [Worker-101] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:49:39,638 [Worker-101] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 14:49:43,610 [Worker-96] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:49:43,648 [Worker-96] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 14:49:43,710 [Worker-96] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:49:43,717 [Worker-96] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 14:49:45,985 [Worker-97] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:49:46,022 [Worker-97] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 14:49:46,085 [Worker-97] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:49:46,093 [Worker-97] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 14:50:34,186 [Worker-105] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:50:34,222 [Worker-105] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 14:50:34,284 [Worker-105] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:50:34,290 [Worker-105] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 14:50:59,483 [Worker-97] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:50:59,521 [Worker-97] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 14:50:59,583 [Worker-97] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:50:59,589 [Worker-97] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 14:51:06,020 [Worker-91] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:51:06,056 [Worker-91] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 14:51:06,118 [Worker-91] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:51:06,123 [Worker-91] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 14:51:16,296 [Worker-99] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:51:16,334 [Worker-99] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 14:51:16,397 [Worker-99] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:51:16,403 [Worker-99] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 14:52:06,677 [Worker-104] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:52:06,715 [Worker-104] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 14:52:06,777 [Worker-104] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:52:06,784 [Worker-104] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 14:52:37,293 [Worker-103] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:52:37,332 [Worker-103] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 14:52:37,397 [Worker-103] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:52:37,404 [Worker-103] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 14:53:42,668 [Worker-96] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:53:42,707 [Worker-96] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 14:53:42,769 [Worker-96] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:53:42,776 [Worker-96] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 14:54:21,805 [Worker-101] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:54:21,842 [Worker-101] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 14:54:21,904 [Worker-101] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:54:21,911 [Worker-101] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 14:54:35,460 [Worker-102] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:54:35,501 [Worker-102] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 14:54:35,579 [Worker-102] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:54:35,587 [Worker-102] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 14:54:42,777 [Worker-103] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:54:42,813 [Worker-103] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 14:54:42,875 [Worker-103] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:54:42,882 [Worker-103] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 14:54:45,206 [Worker-103] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:54:45,242 [Worker-103] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 14:54:45,304 [Worker-103] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:54:45,311 [Worker-103] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 14:54:48,850 [Worker-102] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:54:48,887 [Worker-102] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 14:54:48,949 [Worker-102] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:54:48,955 [Worker-102] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 14:55:16,503 [Worker-101] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:55:16,539 [Worker-101] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 14:55:16,599 [Worker-101] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:55:16,605 [Worker-101] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 14:56:24,402 [Worker-100] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:56:24,439 [Worker-100] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 14:56:24,499 [Worker-100] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:56:24,505 [Worker-100] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 14:57:08,888 [Worker-102] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:57:08,926 [Worker-102] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 14:57:08,985 [Worker-102] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:57:08,991 [Worker-102] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 14:57:14,695 [Worker-91] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:57:14,733 [Worker-91] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 14:57:14,794 [Worker-91] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:57:14,800 [Worker-91] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 14:57:18,116 [Worker-91] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:57:18,152 [Worker-91] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 14:57:18,212 [Worker-91] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:57:18,219 [Worker-91] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 14:57:46,417 [Worker-104] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:57:46,456 [Worker-104] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 14:57:46,516 [Worker-104] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:57:46,523 [Worker-104] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 14:57:57,170 [Worker-85] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:57:57,220 [Worker-85] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 14:57:57,295 [Worker-85] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:57:57,301 [Worker-85] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 14:59:18,968 [Worker-101] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:59:19,011 [Worker-101] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 14:59:19,079 [Worker-101] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:59:19,086 [Worker-101] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 14:59:24,476 [Worker-104] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:59:24,513 [Worker-104] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 14:59:24,572 [Worker-104] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 14:59:24,579 [Worker-104] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 15:04:00,206 [Worker-104] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 15:04:00,213 [Worker-104] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 15:04:00,214 [Worker-104] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 15:04:00,223 [Worker-104] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 15:04:04,586 [Worker-110] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 15:04:04,597 [Worker-110] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 15:04:04,598 [Worker-110] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 15:04:04,607 [Worker-110] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 15:05:18,970 [Worker-109] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 15:05:18,981 [Worker-109] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 15:05:18,982 [Worker-109] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 15:05:18,988 [Worker-109] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 15:05:36,554 [Worker-110] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 15:05:36,563 [Worker-110] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 15:05:36,564 [Worker-110] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 15:05:36,571 [Worker-110] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 15:06:24,445 [Worker-108] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 15:06:24,451 [Worker-108] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 15:06:24,453 [Worker-108] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 15:06:24,459 [Worker-108] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 15:06:48,857 [Worker-109] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 15:06:48,903 [Worker-109] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 15:06:48,967 [Worker-109] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 15:06:48,974 [Worker-109] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 15:07:21,695 [Worker-110] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 15:07:21,701 [Worker-110] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 15:07:21,702 [Worker-110] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 15:07:21,709 [Worker-110] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 15:09:36,567 [Worker-109] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 15:09:36,573 [Worker-109] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 15:09:36,574 [Worker-109] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 15:09:36,581 [Worker-109] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 15:10:12,453 [Worker-107] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 15:10:12,460 [Worker-107] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 15:10:12,461 [Worker-107] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 15:10:12,469 [Worker-107] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 15:10:22,891 [Worker-117] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 15:10:22,901 [Worker-117] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 15:10:22,902 [Worker-117] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 15:10:22,912 [Worker-117] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 15:10:24,942 [Worker-109] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 15:10:24,950 [Worker-109] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 15:10:24,951 [Worker-109] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 15:10:24,967 [Worker-109] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 15:11:26,828 [Worker-114] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 15:11:26,836 [Worker-114] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 15:11:26,837 [Worker-114] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 15:11:26,844 [Worker-114] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 15:12:34,173 [Worker-114] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 15:12:34,180 [Worker-114] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 15:12:34,181 [Worker-114] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 15:12:34,188 [Worker-114] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 15:14:55,877 [Worker-108] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 15:14:55,884 [Worker-108] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 15:14:55,885 [Worker-108] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 15:14:55,892 [Worker-108] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
